"","age3","sex2","race3","educat4","povgap4","pov2","svefreq2","foodindsev","qweight_pu","x1_sampcts","x1_popcts","wts","sampled_x1_label","abcat","dfcat","cdcat","bccat","nj","J_cell","grp1id","grp2id","grp3id","grp4id","grp5id","grp6id","grp7id"
"1150","3","2","2","2","3","2","1","0",5079,13,27315,2101.15384615385,244,"3","1","6","2",11,406,0,0,0,0,0,0,0
"1151","3","2","3","4","3","2","1","0",1356,9,14163,1573.66666666667,268,"3","1","12","3",9,451,0,0,0,0,0,0,0
"1152","1","2","2","4","1","1","1","0",1930,7,15506,2215.14285714286,70,"1","1","8","2",5,117,0,0,1,1,0,0,0
"1153","3","1","1","4","3","2","2","0",4048,23,41557,1806.82608695652,189,"1","3","4","1",2,315,1,0,0,0,1,0,1
"1154","1","2","2","1","1","1","2","0",1052,10,128276,12827.6,59,"1","1","5","2",6,98,1,0,0,1,0,1,0
"1155","1","1","2","3","2","2","1","0",501,5,15739,3147.8,21,"1","1","7","1",4,35,0,0,0,0,0,0,0
"1156","1","2","1","4","4","2","1","0",9438,27,97535,3612.40740740741,58,"1","1","4","1",24,95,0,0,0,0,0,0,0
"1157","3","1","3","3","1","2","1","0",7775,12,6855,571.25,215,"1","1","11","1",9,358,0,0,1,0,0,0,0
"1158","3","2","3","4","2","2","1","0",16478,9,6841,760.111111111111,267,"3","1","12","3",6,449,0,0,0,0,0,0,0
"1159","2","2","1","4","1","2","2","0",1002,10,19066,1906.6,141,"2","1","4","1",3,232,1,0,0,0,0,0,1
"1160","3","2","1","4","4","2","2","0",1391,83,94931,1143.74698795181,237,"3","4","4","1",7,395,1,1,0,0,0,0,1
"1161","3","1","1","4","3","2","1","0",2152,23,41557,1806.82608695652,189,"1","1","4","1",21,314,0,0,0,0,0,0,0
"1162","3","1","3","3","3","2","1","0",12404,8,12376,1547,217,"1","1","11","1",5,362,0,0,0,0,0,0,0
"1163","1","1","2","1","4","2","1","0",18305,1,42422,42422,15,"1","1","5","1",1,24,0,0,0,0,0,0,0
"1164","3","1","2","2","2","2","1","0",9303,4,12591,3147.75,196,"1","1","6","1",4,325,0,0,0,0,0,0,0
"1165","1","2","2","3","1","1","2","0",368,17,50074,2945.52941176471,66,"1","1","7","2",7,110,1,0,0,1,0,1,0
"1166","1","2","1","4","4","2","1","0",3589,27,97535,3612.40740740741,58,"1","1","4","1",24,95,0,0,0,0,0,0,0
"1167","1","2","1","4","3","2","1","0",15201,8,76838,9604.75,57,"1","1","4","1",7,93,0,0,0,0,0,0,0
"1168","3","1","2","3","1","2","1","1",12404,13,19286,1483.53846153846,199,"1","1","7","1",4,329,0,0,1,1,0,0,0
"1169","3","1","1","4","2","2","1","0",7756,18,22873,1270.72222222222,188,"1","1","4","1",17,312,0,0,0,0,0,0,0
"1170","3","1","1","3","4","2","1","0",9303,8,27529,3441.125,186,"1","1","3","1",7,308,0,0,0,0,0,0,0
"1171","1","2","2","2","3","2","1","0",579,8,16195,2024.375,64,"1","1","6","2",4,105,0,0,0,0,0,0,0
"1172","3","2","1","4","4","2","1","0",6100,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1173","1","1","3","4","4","2","1","0",18606,12,34000,2833.33333333333,43,"1","1","12","1",9,71,0,0,0,0,0,0,0
"1174","3","1","3","1","1","2","1","0",6624,26,53061,2040.80769230769,207,"1","1","9","1",11,344,0,0,1,0,0,0,0
"1175","2","1","3","2","1","2","1","0",1959,13,27187,2091.30769230769,120,"1","1","10","1",6,197,0,0,1,0,0,0,0
"1176","3","2","2","4","2","2","1","0",1636,8,7233,904.125,251,"3","1","8","2",8,420,0,0,0,0,0,0,0
"1177","3","1","3","3","3","2","2","0",3505,8,12376,1547,217,"1","3","11","1",3,363,1,0,0,0,1,0,0
"1178","1","1","3","2","2","2","1","0",2728,3,24862,8287.33333333333,33,"1","1","10","1",1,52,0,0,0,0,0,0,0
"1179","1","2","1","4","4","2","1","0",1138,27,97535,3612.40740740741,58,"1","1","4","1",24,95,0,0,0,0,0,0,0
"1180","1","1","1","3","4","2","1","0",915,6,31739,5289.83333333333,7,"1","1","3","1",5,10,0,0,0,0,0,0,0
"1181","1","1","1","4","4","2","1","0",13476,18,99937,5552.05555555556,11,"1","1","4","1",17,17,0,0,0,0,0,0,0
"1182","2","1","2","3","3","2","2","0",5122,3,16925,5641.66666666667,110,"1","3","7","1",1,183,1,0,0,0,1,0,0
"1183","3","1","1","3","3","2","1","0",4301,5,26344,5268.8,185,"1","1","3","1",5,307,0,0,0,0,0,0,0
"1184","2","2","2","2","1","2","2","0",18946,10,35605,3560.5,149,"2","1","6","2",6,245,1,0,0,1,0,0,0
"1185","1","1","1","2","1","2","2","0",8080,4,31676,7919,3,"1","1","2","1",2,4,1,0,0,0,1,1,0
"1186","3","1","1","3","1","1","1","0",8227,7,27791,3970.14285714286,183,"1","1","3","1",6,304,0,0,1,0,0,0,0
"1187","1","2","3","3","3","2","1","0",295,13,29405,2261.92307692308,84,"1","1","11","3",8,144,0,0,0,0,0,0,0
"1188","2","2","2","3","3","2","1","0",3524,7,22606,3229.42857142857,155,"2","1","7","2",4,254,0,0,0,0,0,0,0
"1189","3","2","2","2","1","1","1","0",1617,37,53836,1455.02702702703,242,"3","1","6","2",28,402,0,0,1,1,0,0,0
"1190","1","2","2","3","3","2","1","0",494,10,32823,3282.3,68,"1","1","7","2",8,113,0,0,0,0,0,0,0
"1191","2","2","3","2","3","2","2","0",4146,4,14878,3719.5,166,"2","3","10","3",1,275,1,0,0,0,0,0,0
"1192","3","2","1","4","2","2","1","0",7103,6,23136,3856,235,"3","1","4","1",6,391,0,0,0,0,0,0,0
"1193","1","1","2","3","1","1","2","1",1614,10,26460,2646,20,"1","1","7","1",3,34,1,0,0,1,1,1,0
"1194","3","2","3","1","1","2","2","0",4080,54,85439,1582.2037037037,254,"3","1","9","3",19,426,1,0,0,0,0,0,0
"1195","3","1","1","4","4","2","2","0",2608,51,106256,2083.45098039216,190,"1","4","4","1",3,317,1,1,0,0,1,0,1
"1196","3","2","2","1","1","2","1","0",13495,26,50035,1924.42307692308,238,"3","1","5","2",19,396,0,0,1,1,0,0,0
"1197","1","2","1","3","1","2","1","0",14430,7,50165,7166.42857142857,51,"1","1","3","1",6,83,0,0,1,0,0,0,0
"1198","2","2","2","2","3","2","1","0",5736,8,17338,2167.25,151,"2","1","6","2",5,248,0,0,0,0,0,0,0
"1199","1","2","3","2","1","2","1","0",2630,32,38540,1204.375,78,"1","1","10","3",14,132,0,0,1,0,0,0,0
"1200","3","2","2","2","1","1","1","0",2742,37,53836,1455.02702702703,242,"3","1","6","2",28,402,0,0,1,1,0,0,0
"1201","1","1","3","2","1","1","2","0",4193,22,40735,1851.59090909091,32,"1","1","10","1",8,51,1,0,0,0,1,1,0
"1202","1","1","3","4","3","2","1","0",33898,11,27060,2460,42,"1","1","12","1",10,69,0,0,0,0,0,0,0
"1203","3","2","2","1","1","2","1","0",4852,26,50035,1924.42307692308,238,"3","1","5","2",19,396,0,0,1,1,0,0,0
"1204","3","1","1","4","4","2","1","0",8229,51,106256,2083.45098039216,190,"1","1","4","1",48,316,0,0,0,0,0,0,0
"1205","2","2","3","3","1","2","1","1",4538,11,20055,1823.18181818182,168,"2","1","11","3",9,278,0,0,1,0,0,0,0
"1206","3","2","2","4","2","2","1","0",3908,8,7233,904.125,251,"3","1","8","2",8,420,0,0,0,0,0,0,0
"1207","1","2","1","4","3","2","1","0",7266,8,76838,9604.75,57,"1","1","4","1",7,93,0,0,0,0,0,0,0
"1208","2","1","3","4","3","2","1","0",1570,5,16682,3336.4,129,"1","1","12","1",3,213,0,0,0,0,0,0,0
"1209","3","2","1","4","4","2","1","0",5545,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1210","3","2","3","2","3","2","1","0",1649,9,15782,1753.55555555556,260,"3","1","10","3",6,435,0,0,0,0,0,0,0
"1211","1","1","1","4","3","2","1","0",934,9,65930,7325.55555555556,10,"1","1","4","1",8,15,0,0,0,0,0,0,0
"1212","3","2","1","2","4","2","1","0",5909,12,31034,2586.16666666667,229,"3","1","2","1",10,380,0,0,0,0,0,0,0
"1213","3","2","2","3","1","1","2","0",1558,29,35937,1239.20689655172,246,"3","1","7","2",12,411,1,0,0,1,0,0,0
"1214","3","1","2","4","4","2","2","0",1517,9,14529,1614.33333333333,206,"1","4","8","1",1,343,1,1,0,0,1,0,1
"1215","3","2","1","4","4","2","1","0",4952,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1216","2","2","2","3","1","2","1","1",3556,15,25781,1718.73333333333,153,"2","1","7","2",9,251,0,0,1,1,0,0,0
"1217","3","2","1","4","4","2","1","0",1096,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1218","2","1","2","2","1","2","1","0",7828,15,24888,1659.2,105,"1","1","6","1",5,173,0,0,1,1,0,0,0
"1219","3","2","2","3","4","2","1","0",4201,8,14626,1828.25,249,"3","1","7","2",6,416,0,0,0,0,0,0,0
"1220","3","2","3","3","4","2","2","0",788,3,8180,2726.66666666667,265,"3","4","11","3",1,446,1,1,0,0,0,0,0
"1221","2","1","2","2","1","1","2","0",1457,15,24888,1659.2,105,"1","1","6","1",10,174,1,0,0,1,1,0,0
"1222","3","2","1","2","1","2","1","0",6046,20,87041,4352.05,226,"3","1","2","1",15,376,0,0,1,0,0,0,0
"1223","2","1","3","1","1","1","1","1",6096,9,40052,4450.22222222222,116,"1","1","9","1",5,191,0,0,1,0,0,0,0
"1224","3","2","3","3","1","2","2","0",5016,19,17296,910.315789473684,262,"3","1","11","3",9,440,1,0,0,0,0,0,0
"1225","2","1","2","4","1","2","1","0",6214,5,5341,1068.2,112,"1","1","8","1",4,185,0,0,1,1,0,0,0
"1226","3","2","1","2","1","2","1","0",8861,20,87041,4352.05,226,"3","1","2","1",15,376,0,0,1,0,0,0,0
"1227","3","2","3","4","2","2","1","0",10587,9,6841,760.111111111111,267,"3","1","12","3",6,449,0,0,0,0,0,0,0
"1228","3","1","2","4","4","2","1","0",4116,9,14529,1614.33333333333,206,"1","1","8","1",8,342,0,0,0,0,0,0,0
"1229","3","2","2","1","3","2","1","0",8550,3,13046,4348.66666666667,240,"3","1","5","2",3,400,0,0,0,0,0,0,0
"1230","1","2","1","4","2","2","2","0",1010,7,47757,6822.42857142857,56,"1","2","4","1",1,92,1,0,0,0,0,1,1
"1231","2","2","2","3","3","2","1","0",968,7,22606,3229.42857142857,155,"2","1","7","2",4,254,0,0,0,0,0,0,0
"1232","3","2","1","4","1","2","2","0",2079,15,45846,3056.4,234,"3","1","4","1",3,390,1,0,0,0,0,0,1
"1233","3","2","2","3","1","1","1","0",5875,29,35937,1239.20689655172,246,"3","1","7","2",17,410,0,0,1,1,0,0,0
"1234","2","2","1","3","4","2","1","1",4768,5,18851,3770.2,140,"2","1","3","1",4,229,0,0,0,0,0,0,0
"1235","1","1","3","4","3","2","1","0",18606,11,27060,2460,42,"1","1","12","1",10,69,0,0,0,0,0,0,0
"1236","3","2","3","1","1","1","2","0",1555,54,85439,1582.2037037037,254,"3","1","9","3",19,426,1,0,0,0,0,0,0
"1237","2","1","2","4","1","1","1","0",1842,5,5341,1068.2,112,"1","1","8","1",4,185,0,0,1,1,0,0,0
"1238","1","2","2","1","1","1","2","1",9179,10,128276,12827.6,59,"1","1","5","2",6,98,1,0,0,1,0,1,0
"1239","2","2","1","4","4","2","1","0",4470,46,94479,2053.89130434783,144,"2","1","4","1",44,237,0,0,0,0,0,0,0
"1240","2","1","3","4","4","2","1","0",3796,14,26167,1869.07142857143,130,"1","1","12","1",14,215,0,0,0,0,0,0,0
"1241","3","1","2","2","4","2","1","0",579,5,12087,2417.4,198,"1","1","6","1",5,328,0,0,0,0,0,0,0
"1242","2","1","2","2","1","1","2","0",2553,15,24888,1659.2,105,"1","1","6","1",10,174,1,0,0,1,1,0,0
"1243","3","2","3","3","3","2","1","0",3458,13,10717,824.384615384615,264,"3","1","11","3",7,443,0,0,0,0,0,0,0
"1244","2","1","1","4","4","2","1","0",6322,29,98721,3404.1724137931,103,"1","1","4","1",27,169,0,0,0,0,0,0,0
"1245","3","1","1","4","3","2","1","0",5676,23,41557,1806.82608695652,189,"1","1","4","1",21,314,0,0,0,0,0,0,0
"1246","1","2","3","4","2","2","1","0",4436,4,19308,4827,87,"1","1","12","3",4,150,0,0,0,0,0,0,0
"1247","1","2","3","4","3","2","1","0",19667,17,34559,2032.88235294118,88,"1","1","12","3",13,151,0,0,0,0,0,0,0
"1248","3","2","1","3","3","2","1","0",3440,13,25114,1931.84615384615,232,"3","1","3","1",12,385,0,0,0,0,0,0,0
"1249","2","2","3","1","1","1","1","0",2522,31,49480,1596.12903225806,161,"2","1","9","3",12,266,0,0,1,0,0,0,0
"1250","3","2","2","4","1","2","2","0",1825,14,12656,904,250,"3","1","8","2",6,419,1,0,0,1,0,0,1
"1251","3","2","2","3","3","2","2","0",1832,5,18560,3712,248,"3","3","7","2",2,415,1,0,0,0,0,0,0
"1252","2","2","1","4","3","2","1","0",3943,27,42118,1559.92592592593,143,"2","1","4","1",26,235,0,0,0,0,0,0,0
"1253","1","1","1","4","4","2","1","0",2575,18,99937,5552.05555555556,11,"1","1","4","1",17,17,0,0,0,0,0,0,0
"1254","1","2","3","4","4","2","1","0",710,25,41059,1642.36,89,"1","1","12","3",25,153,0,0,0,0,0,0,0
"1255","3","1","1","4","3","2","1","0",8668,23,41557,1806.82608695652,189,"1","1","4","1",21,314,0,0,0,0,0,0,0
"1256","2","2","1","1","3","2","2","1",3013,1,6609,6609,132,"2","3","1","1",1,217,1,0,0,0,0,0,0
"1257","2","1","2","2","1","1","2","1",1594,15,24888,1659.2,105,"1","1","6","1",10,174,1,0,0,1,1,0,0
"1258","1","2","1","4","4","2","1","0",9438,27,97535,3612.40740740741,58,"1","1","4","1",24,95,0,0,0,0,0,0,0
"1259","3","2","3","1","2","2","1","0",12163,3,22090,7363.33333333333,255,"3","1","9","3",3,427,0,0,0,0,0,0,0
"1260","1","1","2","3","4","2","1","0",6410,4,19232,4808,23,"1","1","7","1",4,39,0,0,0,0,0,0,0
"1261","2","2","3","3","2","2","1","0",2094,8,14509,1813.625,169,"2","1","11","3",3,280,0,0,0,0,0,0,0
"1262","1","2","3","4","1","1","1","0",1165,15,31521,2101.4,86,"1","1","12","3",10,148,0,0,1,0,0,0,0
"1263","2","1","2","1","1","1","2","0",1815,7,14380,2054.28571428571,104,"1","1","5","1",6,172,1,0,0,1,1,0,0
"1264","1","2","2","3","3","2","1","0",1314,10,32823,3282.3,68,"1","1","7","2",8,113,0,0,0,0,0,0,0
"1265","2","2","1","3","2","2","1","0",4344,2,10925,5462.5,138,"2","1","3","1",1,225,0,0,0,0,0,0,0
"1266","3","2","1","4","4","2","1","0",2125,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1267","2","2","3","3","1","2","1","1",7774,11,20055,1823.18181818182,168,"2","1","11","3",9,278,0,0,1,0,0,0,0
"1268","1","2","3","1","4","2","1","0",6772,2,49693,24846.5,77,"1","1","9","3",1,130,0,0,0,0,0,0,0
"1269","1","1","3","4","3","2","1","0",3316,11,27060,2460,42,"1","1","12","1",10,69,0,0,0,0,0,0,0
"1270","3","2","3","1","1","2","1","0",9340,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"1271","2","2","1","2","1","2","1","1",2373,7,23761,3394.42857142857,134,"2","1","2","1",2,219,0,0,1,0,0,0,0
"1272","3","1","2","1","2","2","1","0",9758,3,10941,3647,192,"1","1","5","1",3,320,0,0,0,0,0,0,0
"1273","3","2","3","1","1","1","1","0",4759,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"1274","2","2","1","4","1","1","2","0",898,10,19066,1906.6,141,"2","1","4","1",3,232,1,0,0,0,0,0,1
"1275","3","2","3","2","1","2","1","0",4282,27,37033,1371.59259259259,258,"3","1","10","3",16,431,0,0,1,0,0,0,0
"1276","2","2","1","4","4","2","1","0",736,46,94479,2053.89130434783,144,"2","1","4","1",44,237,0,0,0,0,0,0,0
"1277","2","2","3","4","4","2","1","0",2350,14,31176,2226.85714285714,175,"2","1","12","3",12,292,0,0,0,0,0,0,0
"1278","2","2","1","4","3","2","1","0",3890,27,42118,1559.92592592593,143,"2","1","4","1",26,235,0,0,0,0,0,0,0
"1279","3","1","3","4","3","2","1","0",12053,5,16680,3336,221,"1","1","12","1",5,369,0,0,0,0,0,0,0
"1280","1","2","2","3","1","2","1","0",5618,17,50074,2945.52941176471,66,"1","1","7","2",10,109,0,0,1,1,0,0,0
"1281","1","2","3","4","1","2","1","0",2669,15,31521,2101.4,86,"1","1","12","3",10,148,0,0,1,0,0,0,0
"1282","3","2","3","4","3","2","1","1",4322,9,14163,1573.66666666667,268,"3","1","12","3",9,451,0,0,0,0,0,0,0
"1283","3","1","2","4","1","2","1","0",4800,9,6783,753.666666666667,203,"1","1","8","1",6,337,0,0,1,1,0,0,0
"1284","3","2","3","1","1","1","1","1",2134,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"1285","2","2","3","4","4","2","1","0",8529,14,31176,2226.85714285714,175,"2","1","12","3",12,292,0,0,0,0,0,0,0
"1286","3","1","3","3","4","2","1","0",2658,8,7879,984.875,218,"1","1","11","1",7,364,0,0,0,0,0,0,0
"1287","3","1","2","2","3","2","1","0",8161,7,23273,3324.71428571429,197,"1","1","6","1",4,326,0,0,0,0,0,0,0
"1288","1","1","3","4","4","2","2","0",4674,12,34000,2833.33333333333,43,"1","4","12","1",3,72,1,1,0,0,1,1,1
"1289","1","2","1","4","4","2","1","0",8928,27,97535,3612.40740740741,58,"1","1","4","1",24,95,0,0,0,0,0,0,0
"1290","1","2","3","3","3","2","1","0",3482,13,29405,2261.92307692308,84,"1","1","11","3",8,144,0,0,0,0,0,0,0
"1291","1","2","3","2","2","2","2","0",1120,6,18196,3032.66666666667,79,"1","2","10","3",4,135,1,0,0,0,0,1,0
"1292","2","2","1","4","3","2","1","0",2651,27,42118,1559.92592592593,143,"2","1","4","1",26,235,0,0,0,0,0,0,0
"1293","1","2","2","3","3","2","1","0",1222,10,32823,3282.3,68,"1","1","7","2",8,113,0,0,0,0,0,0,0
"1294","3","1","1","4","1","2","1","0",2839,13,32173,2474.84615384615,187,"1","1","4","1",12,310,0,0,1,0,0,0,0
"1295","2","2","1","4","4","2","1","0",1125,46,94479,2053.89130434783,144,"2","1","4","1",44,237,0,0,0,0,0,0,0
"1296","3","1","1","4","2","2","2","0",5872,18,22873,1270.72222222222,188,"1","2","4","1",1,313,1,0,0,0,1,0,1
"1297","3","1","3","4","4","2","1","0",4058,18,19365,1075.83333333333,222,"1","1","12","1",17,370,0,0,0,0,0,0,0
"1298","2","2","3","3","1","1","1","1",2842,11,20055,1823.18181818182,168,"2","1","11","3",9,278,0,0,1,0,0,0,0
"1299","1","2","3","4","4","2","1","0",1486,25,41059,1642.36,89,"1","1","12","3",25,153,0,0,0,0,0,0,0
"1300","3","2","2","4","4","2","2","0",1310,23,18956,824.173913043478,253,"3","4","8","2",4,424,1,1,0,0,0,0,1
"1301","3","1","3","3","3","2","1","0",8825,8,12376,1547,217,"1","1","11","1",5,362,0,0,0,0,0,0,0
"1302","3","2","3","4","1","1","1","0",6623,24,13255,552.291666666667,266,"3","1","12","3",13,447,0,0,1,0,0,0,0
"1303","3","1","3","3","4","2","1","0",8392,8,7879,984.875,218,"1","1","11","1",7,364,0,0,0,0,0,0,0
"1304","3","2","1","4","3","2","1","0",2984,25,46662,1866.48,236,"3","1","4","1",23,392,0,0,0,0,0,0,0
"1305","3","2","2","1","1","1","1","0",6022,26,50035,1924.42307692308,238,"3","1","5","2",19,396,0,0,1,1,0,0,0
"1306","1","2","1","2","3","2","1","0",7182,4,18221,4555.25,49,"1","1","2","1",4,80,0,0,0,0,0,0,0
"1307","3","2","1","4","4","2","1","0",5873,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1308","1","2","3","3","1","1","2","0",1628,35,48700,1391.42857142857,82,"1","1","11","3",13,141,1,0,0,0,0,1,0
"1309","3","2","1","4","1","2","2","0",3446,15,45846,3056.4,234,"3","1","4","1",3,390,1,0,0,0,0,0,1
"1310","1","1","3","4","4","2","1","0",1895,12,34000,2833.33333333333,43,"1","1","12","1",9,71,0,0,0,0,0,0,0
"1311","3","2","2","4","4","2","1","0",3003,23,18956,824.173913043478,253,"3","1","8","2",19,423,0,0,0,0,0,0,0
"1312","2","1","1","3","3","2","1","0",14837,5,19324,3864.8,99,"1","1","3","1",4,164,0,0,0,0,0,0,0
"1313","1","2","3","3","2","2","1","0",9303,11,24113,2192.09090909091,83,"1","1","11","3",5,142,0,0,0,0,0,0,0
"1314","3","2","1","4","2","2","1","0",6508,6,23136,3856,235,"3","1","4","1",6,391,0,0,0,0,0,0,0
"1315","3","1","3","2","1","1","2","1",684,13,19180,1475.38461538462,211,"1","1","10","1",6,352,1,0,0,0,1,0,0
"1316","2","2","1","4","4","2","1","0",2945,46,94479,2053.89130434783,144,"2","1","4","1",44,237,0,0,0,0,0,0,0
"1317","3","2","1","4","4","2","1","0",3384,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1318","1","2","1","4","1","1","1","0",801,5,62249,12449.8,55,"1","1","4","1",4,89,0,0,1,0,0,0,0
"1319","3","2","1","4","4","2","1","0",6194,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1320","3","1","1","4","4","2","1","0",8668,51,106256,2083.45098039216,190,"1","1","4","1",48,316,0,0,0,0,0,0,0
"1321","3","2","1","4","4","2","1","0",3190,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1322","3","1","3","4","1","2","1","0",1134,6,16117,2686.16666666667,219,"1","1","12","1",5,366,0,0,1,0,0,0,0
"1323","3","1","1","4","2","2","1","0",2478,18,22873,1270.72222222222,188,"1","1","4","1",17,312,0,0,0,0,0,0,0
"1324","3","1","2","2","1","1","1","1",3400,22,25556,1161.63636363636,195,"1","1","6","1",13,323,0,0,1,1,0,0,0
"1325","3","2","1","4","3","2","1","0",5873,25,46662,1866.48,236,"3","1","4","1",23,392,0,0,0,0,0,0,0
"1326","3","2","2","3","1","1","2","1",1513,29,35937,1239.20689655172,246,"3","1","7","2",12,411,1,0,0,1,0,0,0
"1327","1","1","3","1","1","1","2","0",4694,6,201339,33556.5,28,"1","1","9","1",5,46,1,0,0,0,1,1,0
"1328","2","1","3","4","2","2","1","0",1269,4,11054,2763.5,128,"1","1","12","1",3,211,0,0,0,0,0,0,0
"1329","3","2","2","2","3","2","1","1",2491,13,27315,2101.15384615385,244,"3","1","6","2",11,406,0,0,0,0,0,0,0
"1330","3","2","3","1","1","1","1","1",4901,54,85439,1582.2037037037,254,"3","1","9","3",35,425,0,0,1,0,0,0,0
"1331","3","2","2","4","3","2","1","0",2404,19,17668,929.894736842105,252,"3","1","8","2",17,421,0,0,0,0,0,0,0
"1332","1","1","2","1","1","1","2","0",8514,4,132425,33106.25,12,"1","1","5","1",1,20,1,0,0,1,1,1,0
"1333","2","2","1","4","3","2","1","0",2681,27,42118,1559.92592592593,143,"2","1","4","1",26,235,0,0,0,0,0,0,0
"1334","3","1","3","1","3","2","2","0",6662,4,18608,4652,209,"1","3","9","1",2,349,1,0,0,0,1,0,0
"1335","1","1","3","3","3","2","2","0",3166,7,27798,3971.14285714286,38,"1","3","11","1",1,62,1,0,0,0,1,1,0
"1336","3","2","1","4","4","2","1","0",1685,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1337","3","2","3","4","4","2","1","0",1172,10,18266,1826.6,269,"3","1","12","3",10,452,0,0,0,0,0,0,0
"1338","3","2","1","4","4","2","1","0",5468,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1339","2","2","3","4","4","2","1","0",5397,14,31176,2226.85714285714,175,"2","1","12","3",12,292,0,0,0,0,0,0,0
"1340","3","2","3","2","4","2","1","0",5323,6,13710,2285,261,"3","1","10","3",5,437,0,0,0,0,0,0,0
"1341","1","2","3","3","1","2","2","0",8244,35,48700,1391.42857142857,82,"1","1","11","3",13,141,1,0,0,0,0,1,0
"1342","2","2","3","1","1","1","2","0",1689,31,49480,1596.12903225806,161,"2","1","9","3",19,267,1,0,0,0,0,0,0
"1343","3","2","1","4","4","2","1","0",2267,83,94931,1143.74698795181,237,"3","1","4","1",76,394,0,0,0,0,0,0,0
"1344","2","2","2","2","1","1","2","0",2737,10,35605,3560.5,149,"2","1","6","2",6,245,1,0,0,1,0,0,0
"1345","2","1","3","3","1","2","1","0",1377,3,14992,4997.33333333333,124,"1","1","11","1",1,203,0,0,1,0,0,0,0
"1346","2","2","3","3","3","2","2","0",6235,8,12911,1613.875,170,"2","3","11","3",5,283,1,0,0,0,0,0,0
"1347","2","2","1","4","4","2","1","0",872,46,94479,2053.89130434783,144,"2","1","4","1",44,237,0,0,0,0,0,0,0
"1348","3","2","3","4","3","2","1","0",2521,9,14163,1573.66666666667,268,"3","1","12","3",9,451,0,0,0,0,0,0,0
"1349","3","2","1","3","1","2","1","0",6961,22,45927,2087.59090909091,230,"3","1","3","1",17,382,0,0,1,0,0,0,0
"1350","1","2","3","3","1","2","1","0",7900,35,48700,1391.42857142857,82,"1","1","11","3",22,140,0,0,1,0,0,0,0
"1351","1","2","2","4","2","2","2","0",2446,5,9956,1991.2,71,"1","2","8","2",1,120,1,0,0,0,0,1,1
"1352","1","2","3","3","3","2","1","0",8897,13,29405,2261.92307692308,84,"1","1","11","3",8,144,0,0,0,0,0,0,0
"1353","2","2","3","1","1","2","2","0",3874,31,49480,1596.12903225806,161,"2","1","9","3",19,267,1,0,0,0,0,0,0
"1354","3","2","1","4","3","2","1","0",7103,25,46662,1866.48,236,"3","1","4","1",23,392,0,0,0,0,0,0,0
"1355","3","2","3","3","3","2","2","0",1193,13,10717,824.384615384615,264,"3","3","11","3",6,444,1,0,0,0,0,0,0
"1356","3","2","1","2","1","2","1","1",6733,20,87041,4352.05,226,"3","1","2","1",15,376,0,0,1,0,0,0,0
"1357","1","1","3","2","1","1","1","1",1361,22,40735,1851.59090909091,32,"1","1","10","1",14,50,0,0,1,0,0,0,0
"1358","3","1","3","1","1","1","2","0",2147,26,53061,2040.80769230769,207,"1","1","9","1",15,345,1,0,0,0,1,0,0
"1359","3","1","2","4","1","2","1","0",6215,9,6783,753.666666666667,203,"1","1","8","1",6,337,0,0,1,1,0,0,0
"1360","2","2","3","1","1","1","2","0",2751,31,49480,1596.12903225806,161,"2","1","9","3",19,267,1,0,0,0,0,0,0
"1361","3","1","3","1","3","2","1","1",15271,4,18608,4652,209,"1","1","9","1",2,348,0,0,0,0,0,0,0
"1362","2","1","1","4","4","2","1","0",8842,29,98721,3404.1724137931,103,"1","1","4","1",27,169,0,0,0,0,0,0,0
"1363","1","1","1","1","4","2","1","0",4429,1,115643,115643,2,"1","1","1","1",1,2,0,0,0,0,0,0,0
"1364","3","2","2","4","4","2","1","0",3787,23,18956,824.173913043478,253,"3","1","8","2",19,423,0,0,0,0,0,0,0
"1365","3","2","3","4","1","2","2","1",2196,24,13255,552.291666666667,266,"3","1","12","3",11,448,1,0,0,0,0,0,1
"1366","3","1","1","4","4","2","1","0",6480,51,106256,2083.45098039216,190,"1","1","4","1",48,316,0,0,0,0,0,0,0
"1367","2","2","1","4","3","2","1","0",7103,27,42118,1559.92592592593,143,"2","1","4","1",26,235,0,0,0,0,0,0,0
