subject_id,adultx,qbor,childx,imp_female,imp_pdisyes,imp_pothyes,imp_pregyes,imp_pretyes,imp_psnapyes,imp_puiyes,imp_pwelfyes,imp_race,opmpov,opmthresh,qa4_age1_tc,qa4_gender1,qa4_rel1,qa4_age2_tc,qa4_gender2,qa4_rel2,qa4_age3_tc,qa4_gender3,qa4_rel3,qa4_age4_tc,qa4_gender4,qa4_rel4,qa4_age5_tc,qa4_gender5,qa4_rel5,qa4_age6_tc,qa4_gender6,qa4_rel6,qa4_age7_tc,qa4_gender7,qa4_rel7,qa4_age8_tc,qa4_gender8,qa4_rel8,qa4_age9_tc,qa4_gender9,qa4_rel9,qa1,qa8,qa9,qa9a,qa10,qa11,qb1,qb2,qb4,qb6,qc1,qc2,qc3,qc4,qc5_1,qc5_2,qc5_3,qc5_4,qc5_5,qc5_6,qc5_7,qc5_8,qc5_9,qc5_10,qc5_11,qc5_12,qc6,qd1,qd2,qd7,qd3,qd4,qd5,qd6x,qd6,qf1,qf2,qf3,qf4,qf5,qf6,qf7,qf8,qf9,qf10,qg0,qg2,qg2x,qg3,qg5,qg5x,qh1,qh2a,qh2b,qh3,qh4a,qh4b,qh5_1,qh5_2,qh5_3,qh5_4,qh5_5,qh5_6,qh5_7,qh5_8,qh5_9,qh5_10,qh6_1,qh6_2,qh6_3,qh6_4,qh6_5,qh6_6,qh6_7,qh7,qh7a,qh7b,qh9,qh10,qh10f,qh18,qi1,qi2_asian,qi2_black,qi2_hpa,qi2_natam,qi2_oth,qi2_white,qi3,qi5,qi6,qi8,qi9,qi10,qa3_age_tc,qa3_gender,sppart,qweight_p,qweight_pu,spmthresh,spmpov,qh19f,qb5_1,qb5_2,qb5_3,qb5_4,qb5_5,qb5_6,imp_earnhd_tc,imp_earnsp_tc,imp_incret_tc,imp_incdis_tc,imp_incwelf_tc,imp_incui_tc,imp_incsnap_tc,imp_increg_tc,imp_incoth_tc,imp_incothhh_tc,qh6_7x_tc,qh6_6x_tc,qh6_5x_tc,qh6_4x_tc,qh6_3x_tc,qh6_2x_tc,qh6_1x_tc,qh1x_tc,qh3x_tc,qh7x_tc,imp_chwoop_tc,imp_pmoop_tc,qa8x_tc,qa9x_tc,qa10x_tc,qh10x_tc,qh18x_tc,qh19x_tc,spmres_tc,opmres_tc,opmincneeds_tc,spmincneeds_tc,qsurveyyear,qsurveymonth
446,1,2,0,1,2,2,2,2,1,2,2,2,1,11011,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,98,,2,4,2,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,5,1,,2,2,4,5,1,4,3,3,2,2,2,2,2,2,3,2,2,,,,,,,,,,,2,2,2,2,1,2,2,1,2,2,,,,,98,,,,,,,,,98,2,2,1,2,2,2,2,1,3,1,2,2,,83,2,2,6534,6534,14487.016,1,,,,,,,,0,0,0,0,0,0,50,0,0,0,,,,,,,,,,,0,2245.4927,226,226,,,,,3673.7803,0,0,.25359124,2013,1
1397,1,4,0,0,2,2,2,1,2,2,2,1,2,11011,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,2,2,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,1,1,4,7,1,1,3,3,2,2,2,2,2,2,3,1,2,,,,,,,,,,,1,2,2,2,2,2,2,1,2,2,1,,,,,,,,,,,,,1,2,2,2,2,2,2,1,1,3,1,2,1,2,84,1,2,5350,5350,14487.016,2,,,,,,,,30001.084,0,24000,0,0,0,0,0,0,0,,,,,,,55000,,,,654.33112,0,800,800,,,0,,78832.203,85001.086,7.7196517,5.4415765,2013,1
666,1,2,0,1,2,2,2,1,2,2,2,4,2,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,1,2,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,2,3,7,1,1,3,3,2,1,2,2,2,1,2,1,1,12,,,,1,,,,,,1,2,2,2,2,2,2,1,2,2,1,,,,,,,,,,,,,1,2,2,2,2,2,1,2,6,6,1,1,,,85,2,2,3591,3591,14962.52,2,1,,,,,,,35000,0,20000,0,0,0,0,0,0,0,,,,,,,20000,35000,,,624,1000,,,1500,,1000,12,46456.75,55000,4.6044369,3.1048748,2013,2
276,1,1,0,1,2,2,2,2,2,2,2,1,2,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,2,1,1,7,1,1,2,2,2,2,2,2,2,2,1,1,1,12,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,2,2,2,2,2,2,1,6,3,1,1,,,61,2,2,10617,10617,14487.016,2,,,,,,,,40000,0,0,0,0,0,0,0,0,0,,,,,,,,40000,,,0,7159.2764,1800,1700,,,6000,,19458.25,40000,3.3486814,1.343151,2013,1
1855,4,2,0,1,2,2,2,2,2,2,2,2,2,23681,21,1,12,36,2,12,60,1,13,,,,,,,,,,,,,,,,,,,6,,,,1,5,3,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,2,3,8,1,2,3,3,2,2,2,2,2,2,3,1,1,12,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,98,98,,,,,1,2,2,1,2,2,2,2,1,5,1,1,,1,34,2,2,4858,1214,39486.324,2,1,,,,,,,90000,0,0,0,0,0,0,0,0,52156.016,,,,,,,,100000,,,5200,200,,,2000,,200,100,115672.62,152156.02,6.4252362,2.929435,2013,1
1911,1,4,0,0,1,2,1,1,2,2,2,1,2,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,3,3,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,3,5,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,1,1,2,2,2,2,2,2,1,2,1,1,,,,99,,,,,,,,1,2,2,2,2,2,2,1,1,5,1,2,1,,62,1,2,10292,10292,14487.016,2,,,,,,,,0,0,12000,4500,0,0,0,0,0,0,,,,,,4500,12000,,,,0,1000,700,700,,,1000,,31840.578,32612.535,2.7302248,2.19787,2013,1
1418,1,3,0,1,2,2,2,2,1,2,1,2,1,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,2,4,3,1,,1,4,2,,1,2,2,1,1,1,1,2,2,1,1,2,4,2,2,,1,2,1,6,1,3,1,2,2,2,2,2,2,2,1,1,1,3,,,,1,,,,,,2,2,1,2,1,2,1,1,2,2,,,1,,1,,,,,,,,,1,2,2,1,2,2,2,2,1,5,1,2,1,2,46,2,2,1042,1042,14487.016,1,1,,,,,,,700,0,0,0,0,0,2400,0,0,0,,,2400,,1488,,,700,,,700,0,1300,138,,,0,29,10808.103,2188,.18317288,.74605447,,
1136,2,3,0,0,1,2,2,2,1,2,2,2,2,15374,63,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,3,2,1,,1,3,2,,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,,1,1,2,10,1,4,1,2,1,2,2,1,1,1,2,1,2,,2,1,2,,,,1,,,2,1,2,2,1,2,2,1,2,2,,1,,,1,,,1,,,,,,1,2,2,1,2,2,2,2,1,3,1,1,,,59,1,1,5471,2736,20426.691,2,2,,,,,,,29696.506,17109.396,0,8052,0,0,2352,0,0,0,,,2352,,,9060,,,0,196,600,5,353,353,,,5,50,57635.656,55865.902,3.633791,2.8215854,2012,12
77,2,1,2,1,1,2,1,2,2,2,2,2,2,23283,22,2,9,17,2,3,1,1,5,,,,,,,,,,,,,,,,,,,1,1,1,1,,2,3,3,1,1,2,,2,,1,2,2,2,2,2,2,1,2,2,2,2,5,3,1,2,2,1,2,5,1,1,3,3,2,2,2,3,2,2,2,2,2,,,,,,,,,,,2,1,2,2,2,1,2,1,1,2,,1,,,,1,,1,,,2,,,1,2,2,1,2,2,2,2,1,3,1,1,,,51,2,2,6896,3448,31258.188,2,,,,,,,,0,0,0,8052,0,0,0,0,0,19200,,4800,,,,8796,,,,19200,0,0,302,302,,,0,,47591.352,32796,1.4085814,1.5225244,2013,1
1450,5,2,0,0,2,2,2,1,2,2,2,5,2,28558,51,2,1,31,1,14,18,1,9,20,1,9,,,,,,,,,,,,,,,,1,1,1,2,,3,4,3,2,,1,1,2,,2,2,2,2,2,2,1,2,2,2,2,2,2,4,1,,1,1,1,7,1,3,1,1,1,2,2,1,2,2,1,2,2,,2,2,,,,,,,,1,2,2,2,2,2,2,1,2,2,1,,,,,,,,,,,,,1,1,2,2,2,2,2,1,1,5,1,1,,1,50,1,1,5683,1137,44694.895,2,,,,,,,,0,0,22200,0,0,0,0,0,0,35859.57,,,,,,,22200,,,,0,3000,1600,1600,,,3000,,55059.57,58059.57,2.0330405,1.2318984,,
524,2,3,0,0,2,2,2,2,2,2,2,1,2,15374,62,2,13,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,2,3,2,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,2,3,6,1,1,3,3,2,2,2,2,2,2,3,1,1,12,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,1,2,2,2,2,2,2,1,6,8,1,1,,,36,1,2,17336,8668,20426.691,2,2,,,,,,,90000,0,0,0,0,0,0,0,0,0,,,,,,,,100000,,0,3600,5000,1500,1500,,,5000,300,102144.7,165000,10.732406,5.0005503,2013,2
1654,1,1,0,1,1,2,2,2,1,2,2,5,1,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,3,1,1,,1,5,2,,2,2,2,2,2,1,2,2,2,1,1,2,3,4,2,,1,2,4,9,1,1,3,3,2,2,2,2,2,2,3,2,2,,,,,,,,,,,2,1,2,2,1,2,1,1,2,2,,1,,,1,,,,,,,,,1,1,2,2,2,2,1,2,4,1,1,2,2,,61,2,2,3732,3732,14487.016,2,,,,,,,,0,0,0,8052,0,0,2364,0,0,0,,,2364,,,9420,,,,,0,0,800,168,,,0,,18342.023,9420,.78861451,1.2661009,2013,1
2092,2,2,0,1,2,2,2,2,2,2,2,1,2,13878,46,2,9,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,2,3,7,1,1,3,3,3,2,2,2,2,2,3,2,1,11,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,1,2,2,2,2,2,2,1,1,5,1,1,,,84,2,2,3966,1983,21097.152,2,,,,,,,,0,0,24000,0,0,0,0,0,0,40000,,,,,,,,40000,,24000,0,500,,,0,,500,,63500,64000,4.6116157,3.0098848,2013,3
311,4,5,0,0,1,2,2,2,2,2,2,1,2,23681,57,2,1,19,1,9,18,1,9,,,,,,,,,,,,,,,,,,,2,,,,1,4,2,3,1,,2,,2,,1,1,2,2,2,2,2,2,2,2,2,2,4,4,2,,1,1,2,8,1,2,3,3,2,2,2,1,2,2,3,2,1,7,1,1,12,1,,,1,,,2,1,2,2,2,2,2,2,2,2,,1,,,,,,1,,,,,,1,2,2,2,2,2,2,1,1,5,1,1,,,63,1,1,17192,4298,39486.324,2,3,,,,,,,65000,18000,0,8052,0,0,0,0,0,8000,,,,,,22000,,65000,18000,8000,5000,7159.2764,,,1500,,6000,2400,73073.5,116000,4.8984418,1.8506027,2013,3
224,1,4,0,0,2,2,2,2,2,2,2,2,2,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,2,2,2,1,,2,,2,,2,2,2,2,2,1,2,2,2,2,2,2,5,2,2,,2,2,2,7,1,1,2,3,2,2,2,2,2,2,3,1,1,12,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,98,2,2,1,2,2,2,2,1,3,1,1,,2,50,1,2,10671,10671,14487.016,1,1,,,,,,,19200,0,0,0,0,0,0,0,0,0,,,,,,,,19200,,,5842.8193,3074.4221,944,944,,,,300,-2180.1624,19200,1.6073672,-.15049079,,
1799,3,1,0,0,2,2,2,2,2,2,2,1,2,17959,59,2,1,18,2,9,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,2,1,1,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,,2,2,2,8,1,1,3,3,2,2,2,2,2,2,3,2,1,1,1,1,12,1,,,1,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,1,2,2,2,2,2,2,1,1,7,1,1,,,60,1,1,10020,3340,31258.188,2,1,,,,,,,2000,60399.504,0,0,0,0,0,0,0,62200.512,,,,,,,,2000,110000,80000,520,7159.2764,1000,0,,,6000,10,144686.83,188018.31,11.143822,6.2594085,2013,1
595,1,1,0,0,2,2,2,2,2,2,2,5,1,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,98,,1,3,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,1,1,2,5,1,2,,2,2,1,10,1,1,3,3,2,2,2,2,2,2,98,1,1,12,,,,98,1,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,98,1,2,1,2,2,2,2,1,3,1,2,2,2,49,1,2,3611,3611,14487.016,1,3,,,,,,,1827.8334,0,0,0,0,0,0,0,0,0,,,,,,,,,,,12,6261.2363,550,550,,,,12,-4348.4331,1827.8334,.1530208,-.30016074,2013,1
9,2,3,0,1,1,2,2,1,2,2,2,2,2,15374,46,1,9,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,2,3,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,4,1,,2,2,3,8,1,1,3,3,2,2,2,2,2,2,3,2,2,,,,,,,,,,,1,1,2,2,2,2,2,1,2,2,1,1,,,,,,1,,,,,,98,2,2,1,2,2,2,2,1,3,1,2,,,63,2,2,5922,2961,20426.691,2,,,,,,,,0,0,24000,8052,0,0,0,0,0,25000,,,,,,14400,24000,,,25000,0,4350.3569,,,,,,,71109.43,63400,4.1238456,3.4812016,2013,2
1183,1,2,0,1,2,2,2,2,2,2,2,2,2,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,3,2,4,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,2,2,8,1,1,3,3,2,2,2,2,2,2,2,1,1,12,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,6,8,1,1,,1,46,2,2,1158,1158,14962.52,2,3,,,,,,,70000,0,0,0,0,0,0,0,0,0,,,,,,,,70000,,,1248,1500,,,300,,1500,1248,47790.25,70000,5.8601928,3.1939974,2013,2
2300,1,3,0,1,2,2,2,2,1,2,2,5,1,11011,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,1,3,4,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,5,2,,2,2,3,,98,1,2,3,2,2,2,2,2,2,2,2,2,,,,,,,,,,,2,2,2,2,1,2,1,1,2,2,,,,,1,,,,,,,,,1,1,2,2,2,2,2,1,2,2,1,2,2,,85,2,2,8600,8600,14487.016,1,,,,,,,,0,0,0,0,0,0,2400,0,0,0,,,2400,,,,,,,,0,0,200,200,,,0,,8578.0234,0,0,.59211802,2013,3
334,1,3,0,0,1,2,2,2,1,2,2,2,1,11011,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,1,4,1,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,,1,1,1,6,1,2,3,3,1,2,2,2,2,2,1,2,2,,,,,,,,,,,2,1,2,2,1,2,1,1,2,2,,1,,,1,,,,,,,,,1,2,2,1,2,2,2,2,1,3,1,2,2,,69,1,2,4109,4109,14487.016,2,,,,,,,,0,0,0,8052,0,0,2400,0,0,0,,,2400,,,9660,,,,,0,0,180,183,,,0,,18439.902,9660,.87730449,1.2728572,2013,2
1296,4,3,1,1,2,2,2,2,2,2,2,1,2,28974,51,1,1,17,2,3,25,2,9,21,1,9,,,,,,,,,,,,,,,,2,,,,1,4,3,2,1,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,1,10,1,1,3,3,2,2,2,1,1,1,2,1,1,12,1,1,12,1,,,1,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,2,,,1,2,2,2,2,2,2,1,1,5,1,1,,1,50,2,1,3735,934,42879.871,2,2,,,,,,,59000,60399.504,0,0,0,0,0,0,0,62200.512,,,,,,,,59000,69000,80000,5842.8193,600,,,2400,,600,800,144686.83,188018.31,8.8355074,4.9488945,2013,1
2241,2,2,0,0,2,2,2,2,2,1,2,2,2,15374,23,2,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,3,2,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,2,2,3,8,1,1,3,3,2,2,2,2,2,2,3,1,1,7,2,1,7,1,,,1,,,2,2,2,1,2,2,2,2,2,2,,,,1,,,,1,,,,,,1,2,2,1,2,2,2,2,6,5,1,1,,1,27,1,1,2474,1237,20426.691,2,1,,,,,,,20000,51104.426,0,0,0,0,0,0,0,0,,,,27664,,,,20000,0,0,1560,0,950,950,,,0,30,72738.992,78020.422,5.0748291,3.5609777,2013,1
2074,1,1,1,1,2,2,2,2,2,1,2,1,2,15825,7,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,5,2,1,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,5,2,2,1,1,1,0,1,1,1,3,2,2,2,2,2,2,3,1,1,8,,,,1,,,,,,2,2,2,1,2,2,2,2,2,2,,,,1,,,,1,,,1,1,4,1,2,2,2,2,2,2,1,6,98,1,1,,,43,2,2,3616,3616,21860.984,2,2,,,,,,,90000,0,0,0,0,0,0,0,0,0,,,,20800,,,,100000,,0,5842.8193,300,1800,1700,,350,300,104,94018.859,140800,8.8973141,4.3007607,2012,12
219,1,2,0,0,2,2,2,2,1,2,1,2,1,11945,55,1,15,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,1,,1,3,3,1,,1,1,2,,1,1,1,1,1,1,2,2,2,2,1,2,3,2,2,,1,1,2,7,1,2,2,2,2,1,2,2,2,2,2,2,1,3,,,,1,,,,,,2,2,1,2,1,2,2,1,2,2,,,1,,1,,,98,98,,,,,1,2,2,1,2,2,2,2,1,4,1,1,,1,53,1,2,1936,1936,14487.016,1,1,,,,,,,2500,0,0,0,0,0,2400,0,0,0,,,2400,,2400,,,2500,,,1300,0,1100,,,,0,25,6092.7202,4900,.41021347,.4205642,,
1708,4,2,0,1,2,2,2,2,2,2,2,2,2,23681,22,2,9,24,2,14,28,1,14,65,1,17,66,2,17,,,,,,,,,,,,,3,1,1,2,,5,2,2,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,1,1,1,5,1,2,2,2,1,2,2,1,2,1,1,1,1,12,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,1,2,2,1,2,2,2,2,6,8,1,1,,1,54,2,2,3650,912,38231.461,2,3,,,,,,,55000,0,0,0,0,0,0,0,0,62200.512,,,,,,,,55000,,80000,1500,2000,1600,1600,,,2000,1500,144686.83,175000,7.3898907,4.1262679,2012,12
835,3,3,0,1,2,2,2,2,2,2,2,5,2,17959,19,1,9,20,1,9,,,,,,,,,,,,,,,,,,,,,,2,,,,1,3,3,3,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,4,2,,2,2,2,9,1,4,2,2,2,2,2,2,2,1,2,2,1,12,,,,1,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,1,1,2,2,2,2,2,1,4,3,1,1,,,46,2,2,16471,5490,32284.168,2,1,,,,,,,30000,0,0,0,0,0,0,0,0,60000,,,,,,,,30000,,60000,1560,0,,,2300,,0,30,82708.25,90000,5.011415,2.5618827,2013,3
1479,1,3,1,1,2,2,2,2,1,2,2,2,1,15825,12,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,4,4,2,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,2,2,2,4,10,1,1,3,3,2,2,2,2,2,2,2,1,1,12,,,,1,,,,,,2,2,2,2,1,2,2,1,2,2,,,,,1,,,1,,,2,,,1,2,2,1,2,2,2,2,6,6,1,1,,,85,2,2,3345,3345,21860.984,2,1,,,,,,,12000,0,0,0,0,0,2400,0,0,0,,,2400,,,,,12000,,0,1300,0,1200,500,,,0,25,25162.402,12000,.75829387,1.1510187,2013,3
1682,2,2,2,1,2,2,1,2,1,2,2,2,2,23283,39,2,12,7,1,7,5,1,3,,,,,,,,,,,,,,,,,,,1,1,1,1,,4,4,5,1,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,5,4,1,1,1,1,1,7,1,2,2,2,1,2,2,1,2,2,1,2,2,,,,,,,,,,,2,2,2,2,1,2,2,2,1,2,,,,,1,1,,,,,2,,,1,2,2,1,2,2,2,2,1,5,1,1,,2,30,2,2,9290,4645,31258.188,2,,,,,,,,0,0,0,0,0,0,3600,0,0,62200.512,,5040,4404,,,,,,,,0,45,1000,1000,,,45,,89818.172,77721.305,3.3381138,2.8734286,,
267,1,2,0,1,2,1,2,1,2,2,2,4,2,11011,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99,99,1,,1,1,2,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,,2,2,4,9,1,1,3,3,2,2,2,2,2,2,3,2,2,,,,,,,,,,,1,2,2,2,2,2,2,1,2,1,99,,,,,,97,,,,,,,99,2,2,2,2,2,1,2,1,5,1,1,,,85,2,2,2161,2161,14487.016,2,,,,,,,,0,0,24000,0,0,0,0,0,0,0,,,,,,,,,,,0,2813.4524,,,,,,,144686.83,149052.95,11.143822,6.2594085,2013,1
316,2,1,3,1,1,2,2,2,1,2,2,5,1,27400,33,1,1,7,2,4,4,1,3,1,2,3,,,,,,,,,,,,,,,,1,1,1,2,,3,4,3,1,2,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,4,2,2,2,2,2,8,1,3,3,3,2,2,2,2,2,1,1,2,2,,1,1,12,,,,98,1,,2,1,2,2,1,1,2,1,2,2,,1,,,1,,,1,,,2,,,1,1,2,2,2,2,1,2,3,3,1,2,2,,29,2,1,14407,7204,34819.824,1,2,2,2,2,2,2,2,0,3836.0037,0,7596,0,0,2928,0,0,0,,,2928,,,7596,,,,0,1308,0,1500,1500,,,0,109,16781.809,11432.004,.41722643,.48196131,2013,2
2279,2,1,0,0,2,2,2,2,2,2,2,1,2,15374,62,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,4,1,1,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,,2,2,3,10,1,1,3,3,2,2,2,2,2,2,3,1,1,12,2,2,,99,,10,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,1,2,2,2,2,2,2,1,1,8,1,1,,,55,1,1,17336,8668,21097.152,2,1,,,,,,,90000,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2600,7159.2764,,,3000,,6000,50,133346.17,188018.31,11.143822,6.2594085,2013,1
1351,1,2,0,1,1,2,2,1,1,2,2,2,1,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,98,1,1,,4,3,3,1,,1,1,2,,2,2,2,2,2,2,2,2,2,2,2,2,,3,2,,1,1,1,0,1,3,1,1,1,2,2,1,1,1,1,2,2,,,,,,,,,,,1,1,2,2,1,2,1,2,2,2,1,1,,,1,,,,,,,,,1,2,2,1,2,2,2,2,1,3,1,2,2,,44,2,2,4350,4350,14487.016,2,,,,,,,,0,0,0,4800,0,0,3600,0,0,0,,,4800,,,4800,0,,,,0,0,,300,,,0,,14590.523,4800,.40184179,1.0071448,2013,2
1220,1,1,3,1,2,2,2,2,1,2,1,5,1,23364,6,2,3,8,1,3,12,2,3,,,,,,,,,,,,,,,,,,,1,99,99,2,,2,1,1,2,1,2,,2,,2,2,2,2,2,1,2,2,2,2,2,2,98,4,1,2,2,1,2,8,1,1,3,3,1,2,2,1,2,2,2,2,98,,,,,99,,99,,,,2,2,1,2,1,2,99,99,2,2,,,99,,98,,,1,,,2,,,1,1,2,2,2,2,1,2,4,2,1,1,,1,28,2,2,1117,1117,29784.447,1,,,,,,,,1008.6985,0,0,0,0,0,3600,0,0,0,,,,,,,,,,0,1008.6985,0,,,,,0,,5398,1058.6985,.045313239,.18123552,2013,2
200,2,4,1,0,2,2,2,2,2,2,2,3,2,18480,37,2,1,10,1,3,,,,,,,,,,,,,,,,,,,,,,1,1,1,98,,2,1,2,1,1,2,,2,,2,1,2,2,2,2,2,2,2,2,2,2,5,1,2,2,2,2,2,0,1,1,3,3,2,2,2,2,2,2,3,1,1,12,1,1,12,99,,99,99,,99,2,2,2,2,2,2,2,2,2,2,,,,,,,,99,,99,1,99,99,99,2,1,2,2,2,2,2,5,7,99,1,,2,40,1,1,13650,6825,27512.936,2,,,,,,,,12827.065,32319.053,0,0,0,0,0,0,0,2735.1611,,,,,,,,,,,5842.8193,4596.8271,1500,1500,,,,,31690.387,47881.281,2.5909784,1.1518359,2013,1
454,2,1,0,1,2,2,2,2,2,2,2,4,2,15374,55,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,99,2,2,2,1,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,2,2,7,1,1,3,3,2,2,2,2,2,2,3,1,1,12,1,1,12,99,,6,1,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,1,,,,,,1,2,2,2,2,2,1,2,1,7,1,1,,,55,2,1,4888,2444,16796.551,2,1,,,,,,,47631.43,13000,0,0,0,0,0,0,0,0,,,,,,,,,13000,0,1040,7159.2764,,,,,6000,20,36652.102,60631.43,3.9437642,2.1821208,2013,1
1677,3,4,2,1,2,2,2,2,2,2,2,5,2,28087,40,2,13,43,1,13,15,1,6,12,1,6,,,,,,,,,,,,,,,,4,98,,1,,3,2,2,2,,2,,2,,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,,2,2,2,8,1,1,3,3,3,2,2,3,3,2,2,2,2,,,,,,,,,,,2,2,2,2,2,2,2,1,2,2,,,,,,,,98,5,,,,,1,1,2,2,2,2,1,2,6,4,1,1,,,19,2,2,27809,9270,38231.461,1,,,,,,,,0,0,0,0,0,0,0,0,0,30956.879,,,,,,,,,,,1261.8497,1000,,,,,1000,,35261.852,30956.879,1.1021782,.92232549,2013,1
728,1,1,0,1,1,2,2,2,1,2,2,5,1,11945,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,,2,3,2,1,,2,,2,,2,2,2,2,2,1,2,2,2,2,2,2,5,4,1,,1,1,3,7,1,2,2,2,2,2,2,1,2,2,1,2,2,,,,,,,,,,,2,1,2,2,1,2,1,1,2,2,,1,,,1,,,,,,,,,1,1,2,2,2,2,2,1,2,2,1,2,2,,63,2,2,3644,3644,14487.016,1,,,,,,,,0,0,0,8000,0,0,24,0,0,0,,,24,,,8000,,,,,0,300,1086,158,,,300,,14400.773,8000,.66973627,.99404693,2013,1
